PV MassSpec-24.10.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EXPORTED RUN DATA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Run Path and Name: C:\Pfeiffer Vacuum\data\007-30-2026\400c-100h-ch4.isi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/30/2026 12:18:36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SensorID:  RGA PrismaPro A 200 47505932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39 Bins;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4157 TimePoints;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time Relative (sec);Time Absolute (UTC);Time Absolute (Date_Time);Step;Ionizer_State;Pressure_(mBar);External_Pressure_(mBar);12_amu_(Methane_/_CH4);13_amu_(Methane_/_CH4);14_amu_(Nitrogen_/_N2);15_amu_(Methane_/_CH4);16_amu_(Oxygen_/_O2);17_amu_(Water_/_H2O);18_amu_(Water_/_H2O);22_amu_(Carbon_dioxide_/_CO2);28_amu_(Nitrogen_/_N2);29_amu_(Nitrogen_/_N2);32_amu_(Oxygen_/_O2);44_amu_(Carbon_dioxide_/_CO2);45_amu_(Carbon_dioxide_/_CO2);Periph:_Digital_In_0;Periph:_Digital_In_1;Periph:_Digital_In_13;Periph:_Digital_In_14;Periph:_Digital_In_15;Periph:_Digital_In_16;Periph:_Digital_In_17;Periph:_Digital_Out_2;Periph:_Digital_Out_3;Periph:_Digital_Out_4;Periph:_Digital_Out_5;Periph:_Digital_Out_6;Periph:_Digital_Out_7;Periph:_Digital_Out_8;Periph:_Digital_Out_9;Periph:_Digital_Out_10;Periph:_Digital_Out_11;Sig:_MCD;Sig:_MCD_CH4;Sig:_MCD_CO2;Sig:_MCD_N2;Sig:_MCD_O2
3646,866;1785410363,264;07/30/2026_13:19:23.264;1;3;2,81×10^-05;5,56×10^-06;9,72×10^-13;6,42×10^-13;1,99×10^-10;7,15×10^-12;7,52×10^-11;5,12×10^-12;1,89×10^-11;2,73×10^-14;1,24×10^-09;8,46×10^-12;2,73×10^-10;7,55×10^-12;6,65×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4673766678;0,5709601416;78,33378158;20,62788161
3648,732;1785410365,13;07/30/2026_13:19:25.130;1;3;2,82×10^-05;5,62×10^-06;9,54×10^-13;6,05×10^-13;1,98×10^-10;7,11×10^-12;7,47×10^-11;5,10×10^-12;1,88×10^-11;5,00×10^-15;1,24×10^-09;8,40×10^-12;2,72×10^-10;7,58×10^-12;4,09×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4642941114;0,5727771445;78,41339238;20,54953636
3650,599;1785410366,997;07/30/2026_13:19:26.997;1;3;2,82×10^-05;5,65×10^-06;9,71×10^-13;6,08×10^-13;1,98×10^-10;7,09×10^-12;7,45×10^-11;5,10×10^-12;1,89×10^-11;5,00×10^-15;1,24×10^-09;8,31×10^-12;2,71×10^-10;7,48×10^-12;6,57×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4658168818;0,569048366;78,43320361;20,53193114
3652,465;1785410368,863;07/30/2026_13:19:28.863;1;3;2,82×10^-05;5,56×10^-06;9,40×10^-13;6,47×10^-13;1,98×10^-10;7,16×10^-12;7,48×10^-11;5,08×10^-12;1,89×10^-11;6,10×10^-14;1,24×10^-09;8,40×10^-12;2,74×10^-10;7,56×10^-12;4,48×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4672897907;0,5710519556;78,34008742;20,62157083
3654,331;1785410370,729;07/30/2026_13:19:30.729;1;3;2,81×10^-05;5,63×10^-06;9,61×10^-13;5,67×10^-13;1,98×10^-10;7,07×10^-12;7,48×10^-11;5,13×10^-12;1,91×10^-11;3,42×10^-14;1,24×10^-09;8,35×10^-12;2,72×10^-10;7,52×10^-12;2,97×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4620299141;0,5679361755;78,44003739;20,52999652
3656,198;1785410372,596;07/30/2026_13:19:32.596;1;3;2,82×10^-05;5,61×10^-06;9,40×10^-13;5,92×10^-13;1,97×10^-10;7,18×10^-12;7,50×10^-11;5,11×10^-12;1,89×10^-11;8,82×10^-14;1,24×10^-09;8,52×10^-12;2,73×10^-10;7,65×10^-12;1,63×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4708366149;0,580123575;78,26991791;20,6791219
3658,064;1785410374,462;07/30/2026_13:19:34.462;1;3;2,81×10^-05;5,64×10^-06;9,21×10^-13;5,72×10^-13;1,98×10^-10;7,10×10^-12;7,51×10^-11;5,15×10^-12;1,89×10^-11;1,25×10^-13;1,25×10^-09;8,43×10^-12;2,73×10^-10;7,51×10^-12;3,10×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4623815068;0,5657857159;78,41226192;20,55957086
3659,931;1785410376,329;07/30/2026_13:19:36.329;1;3;2,81×10^-05;5,63×10^-06;9,43×10^-13;5,52×10^-13;1,98×10^-10;7,09×10^-12;7,46×10^-11;5,11×10^-12;1,89×10^-11;6,77×10^-14;1,23×10^-09;8,49×10^-12;2,72×10^-10;7,46×10^-12;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4658870293;0,56678814;78,3540853;20,61323953
3661,797;1785410378,195;07/30/2026_13:19:38.195;1;3;2,80×10^-05;5,61×10^-06;9,31×10^-13;6,00×10^-13;1,97×10^-10;7,05×10^-12;7,46×10^-11;5,06×10^-12;1,89×10^-11;1,09×10^-13;1,24×10^-09;8,54×10^-12;2,73×10^-10;7,56×10^-12;1,24×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4623610942;0,5737407126;78,30200687;20,66189132
3663,663;1785410380,061;07/30/2026_13:19:40.061;1;3;2,81×10^-05;5,61×10^-06;1,02×10^-12;5,73×10^-13;1,98×10^-10;7,11×10^-12;7,48×10^-11;5,14×10^-12;1,88×10^-11;1,50×10^-13;1,24×10^-09;8,43×10^-12;2,72×10^-10;7,50×10^-12;4,84×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4661306594;0,5695758871;78,38629769;20,57799576
3665,53;1785410381,928;07/30/2026_13:19:41.928;1;3;2,82×10^-05;5,58×10^-06;1,08×10^-12;5,53×10^-13;1,98×10^-10;7,18×10^-12;7,46×10^-11;5,13×10^-12;1,89×10^-11;1,37×10^-13;1,24×10^-09;8,56×10^-12;2,72×10^-10;7,55×10^-12;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4699818592;0,5722435162;78,35865031;20,59912431
3667,396;1785410383,794;07/30/2026_13:19:43.794;1;3;2,81×10^-05;5,60×10^-06;1,02×10^-12;5,13×10^-13;1,97×10^-10;7,13×10^-12;7,53×10^-11;5,17×10^-12;1,90×10^-11;1,36×10^-13;1,24×10^-09;8,56×10^-12;2,73×10^-10;7,54×10^-12;2,60×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4654616773;0,5692438228;78,37817407;20,58712043
3669,263;1785410385,661;07/30/2026_13:19:45.661;1;3;2,82×10^-05;5,60×10^-06;1,02×10^-12;4,68×10^-13;1,98×10^-10;7,11×10^-12;7,46×10^-11;5,14×10^-12;1,92×10^-11;1,63×10^-13;1,25×10^-09;8,50×10^-12;2,73×10^-10;7,49×10^-12;8,76×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4629052687;0,5642642139;78,46526195;20,50756857
3671,129;1785410387,527;07/30/2026_13:19:47.527;1;3;2,82×10^-05;5,54×10^-06;9,89×10^-13;5,70×10^-13;1,98×10^-10;7,11×10^-12;7,50×10^-11;5,14×10^-12;1,90×10^-11;1,60×10^-13;1,24×10^-09;8,60×10^-12;2,73×10^-10;7,54×10^-12;2,27×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4649290455;0,5706521529;78,35459338;20,60982542
3672,995;1785410389,393;07/30/2026_13:19:49.393;1;3;2,81×10^-05;5,61×10^-06;1,05×10^-12;5,38×10^-13;1,97×10^-10;7,08×10^-12;7,48×10^-11;5,11×10^-12;1,90×10^-11;2,04×10^-13;1,24×10^-09;8,61×10^-12;2,73×10^-10;7,59×10^-12;5,36×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4616496075;0,5728183853;78,40523392;20,56029809
3674,862;1785410391,26;07/30/2026_13:19:51.260;1;3;2,82×10^-05;5,64×10^-06;1,04×10^-12;7,12×10^-13;1,98×10^-10;7,11×10^-12;7,49×10^-11;5,13×10^-12;1,89×10^-11;1,82×10^-13;1,24×10^-09;8,56×10^-12;2,72×10^-10;7,65×10^-12;3,52×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4662049447;0,5802351711;78,33783684;20,61572305
3676,728;1785410393,126;07/30/2026_13:19:53.126;1;3;2,81×10^-05;5,61×10^-06;1,12×10^-12;6,12×10^-13;1,98×10^-10;7,08×10^-12;7,51×10^-11;5,08×10^-12;1,89×10^-11;2,42×10^-13;1,25×10^-09;8,61×10^-12;2,73×10^-10;7,69×10^-12;5,22×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4614442966;0,580095451;78,38937183;20,56908842
3678,595;1785410394,993;07/30/2026_13:19:54.993;1;3;2,82×10^-05;5,66×10^-06;1,12×10^-12;6,69×10^-13;1,99×10^-10;7,22×10^-12;7,57×10^-11;5,01×10^-12;1,89×10^-11;2,42×10^-13;1,24×10^-09;8,69×10^-12;2,73×10^-10;7,70×10^-12;4,82×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4730241258;0,5831245011;78,26781383;20,67603755
3680,461;1785410396,859;07/30/2026_13:19:56.859;1;3;2,82×10^-05;5,63×10^-06;1,12×10^-12;6,75×10^-13;1,98×10^-10;7,04×10^-12;7,49×10^-11;5,12×10^-12;1,88×10^-11;2,38×10^-13;1,24×10^-09;8,62×10^-12;2,72×10^-10;7,69×10^-12;1,01×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4609109349;0,5826063588;78,35273509;20,60374761
3682,327;1785410398,725;07/30/2026_13:19:58.725;1;3;2,81×10^-05;5,64×10^-06;1,17×10^-12;6,82×10^-13;1,98×10^-10;7,10×10^-12;7,52×10^-11;5,14×10^-12;1,89×10^-11;1,95×10^-13;1,24×10^-09;8,67×10^-12;2,73×10^-10;7,70×10^-12;1,00×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4645123008;0,5832084713;78,34951207;20,60276716
3684,194;1785410400,592;07/30/2026_13:20:00.592;1;3;2,81×10^-05;5,63×10^-06;1,18×10^-12;7,09×10^-13;1,98×10^-10;7,12×10^-12;7,49×10^-11;5,17×10^-12;1,89×10^-11;2,21×10^-13;1,24×10^-09;8,66×10^-12;2,73×10^-10;7,77×10^-12;8,51×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4649836314;0,5876153265;78,37726912;20,57013192
3686,06;1785410402,458;07/30/2026_13:20:02.458;1;3;2,81×10^-05;5,60×10^-06;1,14×10^-12;6,60×10^-13;1,98×10^-10;7,19×10^-12;7,51×10^-11;5,12×10^-12;1,88×10^-11;2,27×10^-13;1,24×10^-09;8,65×10^-12;2,72×10^-10;7,71×10^-12;1,23×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4702197991;0,583869747;78,39632233;20,54958812
3687,927;1785410404,325;07/30/2026_13:20:04.325;1;3;2,81×10^-05;5,61×10^-06;1,17×10^-12;7,07×10^-13;1,99×10^-10;7,08×10^-12;7,51×10^-11;5,05×10^-12;1,88×10^-11;1,79×10^-13;1,24×10^-09;8,63×10^-12;2,73×10^-10;7,79×10^-12;1,11×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4623823193;0,5888929715;78,38443358;20,56429113
3689,793;1785410406,191;07/30/2026_13:20:06.191;1;3;2,81×10^-05;5,62×10^-06;1,26×10^-12;7,36×10^-13;2,00×10^-10;7,12×10^-12;7,56×10^-11;5,12×10^-12;1,90×10^-11;1,83×10^-13;1,25×10^-09;8,64×10^-12;2,74×10^-10;7,74×10^-12;8,38×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4632778793;0,5829924613;78,36844302;20,58528663
3691,659;1785410408,057;07/30/2026_13:20:08.057;1;3;2,81×10^-05;5,61×10^-06;1,17×10^-12;7,13×10^-13;1,98×10^-10;7,05×10^-12;7,50×10^-11;5,14×10^-12;1,89×10^-11;1,79×10^-13;1,24×10^-09;8,62×10^-12;2,72×10^-10;7,74×10^-12;1,22×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4616638257;0,5870823044;78,37505692;20,57619695
3693,526;1785410409,924;07/30/2026_13:20:09.924;1;3;2,81×10^-05;5,58×10^-06;1,17×10^-12;7,03×10^-13;1,98×10^-10;7,12×10^-12;7,49×10^-11;5,10×10^-12;1,88×10^-11;1,56×10^-13;1,24×10^-09;8,64×10^-12;2,72×10^-10;7,78×10^-12;1,11×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,466723524;0,5896219658;78,35268105;20,59097346
3695,392;1785410411,79;07/30/2026_13:20:11.790;1;3;2,82×10^-05;5,63×10^-06;1,15×10^-12;7,18×10^-13;1,98×10^-10;7,09×10^-12;7,49×10^-11;5,09×10^-12;1,89×10^-11;1,47×10^-13;1,24×10^-09;8,66×10^-12;2,74×10^-10;7,74×10^-12;6,76×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4629661164;0,585048433;78,2721578;20,67982765
3697,259;1785410413,657;07/30/2026_13:20:13.657;1;3;2,80×10^-05;5,61×10^-06;1,19×10^-12;7,17×10^-13;1,98×10^-10;7,08×10^-12;7,55×10^-11;5,03×10^-12;1,89×10^-11;1,35×10^-13;1,24×10^-09;8,66×10^-12;2,72×10^-10;7,83×10^-12;2,18×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4638587524;0,5947782472;78,31312981;20,62823319
3699,125;1785410415,523;07/30/2026_13:20:15.523;1;3;2,81×10^-05;5,61×10^-06;1,20×10^-12;7,51×10^-13;1,99×10^-10;7,11×10^-12;7,52×10^-11;5,10×10^-12;1,90×10^-11;9,59×10^-14;1,24×10^-09;8,61×10^-12;2,73×10^-10;7,76×10^-12;1,15×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4636876659;0,5859258828;78,39503444;20,55535201
3700,991;1785410417,389;07/30/2026_13:20:17.389;1;3;2,80×10^-05;5,68×10^-06;1,16×10^-12;7,13×10^-13;1,98×10^-10;7,11×10^-12;7,48×10^-11;5,06×10^-12;1,89×10^-11;8,13×10^-14;1,24×10^-09;8,57×10^-12;2,73×10^-10;7,69×10^-12;1,12×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,463447031;0,5807110637;78,41597327;20,53986863
3702,858;1785410419,256;07/30/2026_13:20:19.256;1;3;2,82×10^-05;5,64×10^-06;1,13×10^-12;7,95×10^-13;1,97×10^-10;6,99×10^-12;7,45×10^-11;5,06×10^-12;1,89×10^-11;4,39×10^-14;1,24×10^-09;8,43×10^-12;2,70×10^-10;7,62×10^-12;1,38×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4597775143;0,5801847804;78,47229008;20,48774763
3704,724;1785410421,122;07/30/2026_13:20:21.122;1;3;2,81×10^-05;5,62×10^-06;1,12×10^-12;7,94×10^-13;1,97×10^-10;7,02×10^-12;7,44×10^-11;5,00×10^-12;1,87×10^-11;3,26×10^-14;1,24×10^-09;8,49×10^-12;2,71×10^-10;7,72×10^-12;1,15×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4608222578;0,5864274298;78,38982961;20,5629207
3706,591;1785410422,989;07/30/2026_13:20:22.989;1;3;2,80×10^-05;5,61×10^-06;1,09×10^-12;6,79×10^-13;1,97×10^-10;7,04×10^-12;7,45×10^-11;4,98×10^-12;1,88×10^-11;1,72×10^-14;1,24×10^-09;8,37×10^-12;2,70×10^-10;7,86×10^-12;1,24×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4622542316;0,5980339401;78,45642145;20,48329038
3708,457;1785410424,855;07/30/2026_13:20:24.855;1;3;2,80×10^-05;5,75×10^-06;1,09×10^-12;6,97×10^-13;1,99×10^-10;7,03×10^-12;7,47×10^-11;5,05×10^-12;1,88×10^-11;1,00×10^-14;1,23×10^-09;8,43×10^-12;2,71×10^-10;7,67×10^-12;1,03×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4618308393;0,5832680469;78,40790009;20,54700102
3710,323;1785410426,721;07/30/2026_13:20:26.721;1;3;2,80×10^-05;5,60×10^-06;1,10×10^-12;6,69×10^-13;1,97×10^-10;7,02×10^-12;7,46×10^-11;5,02×10^-12;1,88×10^-11;5,00×10^-15;1,24×10^-09;8,37×10^-12;2,71×10^-10;7,66×10^-12;7,07×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4606800268;0,5821029361;78,39425795;20,56295909
3712,19;1785410428,588;07/30/2026_13:20:28.588;1;3;2,81×10^-05;5,61×10^-06;1,04×10^-12;6,90×10^-13;1,96×10^-10;7,02×10^-12;7,46×10^-11;4,98×10^-12;1,88×10^-11;5,00×10^-15;1,23×10^-09;8,40×10^-12;2,72×10^-10;7,74×10^-12;6,54×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4612584201;0,5884879049;78,34660404;20,60364963
3714,056;1785410430,454;07/30/2026_13:20:30.454;1;3;2,81×10^-05;5,60×10^-06;1,03×10^-12;6,31×10^-13;1,97×10^-10;6,98×10^-12;7,43×10^-11;4,99×10^-12;1,87×10^-11;2,01×10^-14;1,23×10^-09;8,36×10^-12;2,70×10^-10;7,66×10^-12;1,14×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4593637645;0,5840385966;78,40052491;20,55607273
3715,923;1785410432,321;07/30/2026_13:20:32.321;1;3;2,81×10^-05;5,54×10^-06;1,09×10^-12;6,38×10^-13;1,98×10^-10;7,02×10^-12;7,49×10^-11;5,00×10^-12;1,88×10^-11;5,00×10^-15;1,23×10^-09;8,35×10^-12;2,70×10^-10;7,68×10^-12;1,07×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4613206698;0,5840387681;78,41091954;20,54372102
3717,789;1785410434,187;07/30/2026_13:20:34.187;1;3;2,80×10^-05;5,59×10^-06;1,07×10^-12;6,37×10^-13;1,97×10^-10;6,98×10^-12;7,46×10^-11;4,99×10^-12;1,89×10^-11;5,00×10^-15;1,24×10^-09;8,35×10^-12;2,71×10^-10;7,62×10^-12;9,17×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,45840077;0,5793325144;78,42658476;20,53568195
3719,655;1785410436,053;07/30/2026_13:20:36.053;1;3;2,81×10^-05;5,62×10^-06;1,02×10^-12;6,59×10^-13;1,98×10^-10;6,98×10^-12;7,46×10^-11;5,05×10^-12;1,89×10^-11;5,00×10^-15;1,24×10^-09;8,40×10^-12;2,72×10^-10;7,72×10^-12;2,74×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4564923923;0,5845028071;78,425992;20,5330128
3721,522;1785410437,92;07/30/2026_13:20:37.920;1;3;2,82×10^-05;5,62×10^-06;1,08×10^-12;6,16×10^-13;1,98×10^-10;6,93×10^-12;7,48×10^-11;5,03×10^-12;1,89×10^-11;5,00×10^-15;1,24×10^-09;8,35×10^-12;2,72×10^-10;7,75×10^-12;4,66×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4531271365;0,586979072;78,42446897;20,53542482
3723,388;1785410439,786;07/30/2026_13:20:39.786;1;3;2,80×10^-05;5,61×10^-06;1,04×10^-12;6,06×10^-13;1,98×10^-10;7,01×10^-12;7,47×10^-11;5,26×10^-12;1,90×10^-11;5,00×10^-15;1,25×10^-09;8,49×10^-12;2,72×10^-10;7,65×10^-12;5,67×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4562766658;0,5765708892;78,5132497;20,45390275
3725,255;1785410441,653;07/30/2026_13:20:41.653;1;3;2,81×10^-05;5,58×10^-06;9,86×10^-13;6,46×10^-13;1,99×10^-10;6,98×10^-12;7,51×10^-11;5,06×10^-12;1,90×10^-11;5,00×10^-15;1,24×10^-09;8,44×10^-12;2,70×10^-10;7,66×10^-12;1,08×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4571225221;0,5806645862;78,5117029;20,45051
3727,121;1785410443,519;07/30/2026_13:20:43.519;1;3;2,82×10^-05;5,66×10^-06;9,61×10^-13;6,13×10^-13;1,98×10^-10;6,99×10^-12;7,44×10^-11;5,03×10^-12;1,89×10^-11;5,00×10^-15;1,24×10^-09;8,49×10^-12;2,72×10^-10;7,74×10^-12;8,65×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4582582903;0,5871657796;78,3706766;20,58389933
3728,987;1785410445,385;07/30/2026_13:20:45.385;1;3;2,81×10^-05;5,60×10^-06;1,02×10^-12;6,33×10^-13;1,98×10^-10;7,00×10^-12;7,48×10^-11;5,07×10^-12;1,89×10^-11;5,00×10^-15;1,24×10^-09;8,33×10^-12;2,73×10^-10;7,79×10^-12;5,46×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4571826663;0,5886915515;78,37556909;20,57855669
3730,854;1785410447,252;07/30/2026_13:20:47.252;1;3;2,82×10^-05;5,56×10^-06;1,02×10^-12;5,94×10^-13;1,99×10^-10;6,98×10^-12;7,50×10^-11;5,07×10^-12;1,90×10^-11;5,00×10^-15;1,24×10^-09;8,46×10^-12;2,75×10^-10;7,66×10^-12;3,09×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4549013741;0,5775034603;78,29302806;20,67456711
3732,72;1785410449,118;07/30/2026_13:20:49.118;1;3;2,81×10^-05;5,67×10^-06;9,91×10^-13;6,16×10^-13;1,98×10^-10;7,00×10^-12;7,49×10^-11;5,04×10^-12;1,89×10^-11;5,00×10^-15;1,24×10^-09;8,33×10^-12;2,72×10^-10;7,69×10^-12;7,47×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4575649654;0,5815995883;78,44216799;20,51866745
3734,587;1785410450,985;07/30/2026_13:20:50.985;1;3;2,82×10^-05;5,64×10^-06;9,95×10^-13;5,86×10^-13;1,98×10^-10;6,95×10^-12;7,43×10^-11;5,07×10^-12;1,89×10^-11;5,00×10^-15;1,24×10^-09;8,33×10^-12;2,72×10^-10;7,67×10^-12;6,71×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4553964781;0,5816800509;78,40001094;20,56291253
3736,453;1785410452,851;07/30/2026_13:20:52.851;1;3;2,82×10^-05;5,66×10^-06;1,04×10^-12;5,71×10^-13;1,98×10^-10;7,00×10^-12;7,47×10^-11;5,11×10^-12;1,90×10^-11;5,00×10^-15;1,24×10^-09;8,33×10^-12;2,72×10^-10;7,66×10^-12;1,00×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4594080558;0,58188817;78,33767386;20,62102992
3738,319;1785410454,717;07/30/2026_13:20:54.717;1;3;2,82×10^-05;5,64×10^-06;1,08×10^-12;5,99×10^-13;1,99×10^-10;7,03×10^-12;7,50×10^-11;5,09×10^-12;1,90×10^-11;5,00×10^-15;1,24×10^-09;8,39×10^-12;2,73×10^-10;7,73×10^-12;5,05×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4586961561;0,5838490936;78,36011385;20,5973409
3740,186;1785410456,584;07/30/2026_13:20:56.584;1;3;2,82×10^-05;5,60×10^-06;9,84×10^-13;5,74×10^-13;1,98×10^-10;6,94×10^-12;7,45×10^-11;5,11×10^-12;1,91×10^-11;6,63×10^-15;1,24×10^-09;8,36×10^-12;2,72×10^-10;7,69×10^-12;5,06×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4540561502;0,5819805013;78,40189847;20,56206488
3742,052;1785410458,45;07/30/2026_13:20:58.450;1;3;2,81×10^-05;5,67×10^-06;1,01×10^-12;5,71×10^-13;1,97×10^-10;6,98×10^-12;7,45×10^-11;5,09×10^-12;1,90×10^-11;5,00×10^-15;1,23×10^-09;8,37×10^-12;2,72×10^-10;7,75×10^-12;4,66×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4587881294;0,5895462875;78,28231319;20,66935239
3743,919;1785410460,317;07/30/2026_13:21:00.317;1;3;2,82×10^-05;5,64×10^-06;9,56×10^-13;6,06×10^-13;1,97×10^-10;6,94×10^-12;7,47×10^-11;5,14×10^-12;1,90×10^-11;5,00×10^-15;1,24×10^-09;8,37×10^-12;2,72×10^-10;7,68×10^-12;5,25×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4542935199;0,5819606594;78,39845357;20,56529225
3745,785;1785410462,183;07/30/2026_13:21:02.183;1;3;2,81×10^-05;5,50×10^-06;9,49×10^-13;5,68×10^-13;1,98×10^-10;6,94×10^-12;7,46×10^-11;5,14×10^-12;1,91×10^-11;5,00×10^-15;1,24×10^-09;8,45×10^-12;2,73×10^-10;7,71×10^-12;3,90×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4532826241;0,583034811;78,38999668;20,57368588
3747,651;1785410464,049;07/30/2026_13:21:04.049;1;3;2,81×10^-05;5,58×10^-06;9,39×10^-13;5,79×10^-13;1,98×10^-10;6,92×10^-12;7,40×10^-11;5,09×10^-12;1,91×10^-11;2,84×10^-14;1,23×10^-09;8,35×10^-12;2,71×10^-10;7,72×10^-12;6,00×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8,47×10^-22;0,4543640067;0,5870765133;78,37752128;20,5810382
3749,518;1785410465,916;07/30/2026_13:21:05.916;1;3;2,81×10^-05;5,68×10^-06;9,59×10^-13;5,54×10^-13;1,98×10^-10;6,99×10^-12;7,47×10^-11;5,26×10^-12;1,92×10^-11;7,59×10^-15;1,24×10^-09;8,40×10^-12;2,73×10^-10;7,71×10^-12;3,28×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,4560189551;0,5819549798;78,43472696;20,5272991
